agency_id,agency_name,agency_url,agency_timezone,agency_lang,agency_phone,agency_fare_url
22214_1,藤枝市,http://www.city.fujieda.shizuoka.jp,Asia/Tokyo,ja,054-631-4169,http://www.city.fujieda.shizuoka.jp/benri/bus/1450044400876.html
